EKİN TÜRÜ,TOPRAK TİPİ,BÖLGE,SICAKLIK,HAVA DURUMU,SU İHTİYACI
Mısır,Islak,Akdeniz Bölgesi,30-40,Yağmurlu,0.3
Mısır,Islak,Akdeniz Bölgesi,40-50,Normal,6.06
Mısır,Islak,Akdeniz Bölgesi,40-50,Güneşli,7.56
Mısır,Islak,Akdeniz Bölgesi,40-50,Ruzgarlı,7.06
Mısır,Islak,Akdeniz Bölgesi,40-50,Yağmurlu,0.5
Mısır,Islak,Güneydoğu Anadolu Bölgesi,10-20,Normal,2.34
Mısır,Islak,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,3.84
Mısır,Islak,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,3.34
Mısır,Islak,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Mısır,Islak,Güneydoğu Anadolu Bölgesi,20-30,Normal,3.34
Mısır,Islak,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,4.84
Mısır,Islak,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,4.34
Mısır,Islak,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.1
Mısır,Islak,Güneydoğu Anadolu Bölgesi,30-40,Normal,4.34
Mısır,Islak,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,5.84
Mısır,Islak,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,5.34
Mısır,Islak,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.2
Mısır,Islak,Güneydoğu Anadolu Bölgesi,40-50,Normal,5.34
Mısır,Islak,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,6.84
Mısır,Islak,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,6.34
Mısır,Islak,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.3
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Normal,1.44
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,3.0
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,2.5
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Normal,2.44
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,4.0
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,3.5
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.1
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Normal,3.44
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,5.0
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,4.5
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.1
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Normal,4.44
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,6.0
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,5.5
Mısır,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.2
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Normal,5.66
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,7.0
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,6.5
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal,6.5
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,8.0
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,7.5
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.5
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Normal,7.0
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,8.5
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,8.0
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.8
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Normal,8.6
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,10.1
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,9.6
Salata,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,0.6
Salata,Kuru,Akdeniz Bölgesi,10-20,Normal,5.05
Salata,Kuru,Akdeniz Bölgesi,10-20,Güneşli,6.55
Salata,Kuru,Akdeniz Bölgesi,10-20,Ruzgarlı,6.05
Salata,Kuru,Akdeniz Bölgesi,10-20,Yağmurlu,0.5
Salata,Kuru,Akdeniz Bölgesi,20-30,Normal,6.0
Salata,Kuru,Akdeniz Bölgesi,20-30,Güneşli,7.5
Salata,Kuru,Akdeniz Bölgesi,20-30,Ruzgarlı,7.0
Salata,Kuru,Akdeniz Bölgesi,20-30,Yağmurlu,0.5
Salata,Kuru,Akdeniz Bölgesi,30-40,Normal,7.1
Salata,Kuru,Akdeniz Bölgesi,30-40,Güneşli,8.6
Salata,Kuru,Akdeniz Bölgesi,30-40,Ruzgarlı,8.1
Salata,Kuru,Akdeniz Bölgesi,30-40,Yağmurlu,0.8
Salata,Kuru,Akdeniz Bölgesi,40-50,Normal,8.0
Salata,Kuru,Akdeniz Bölgesi,40-50,Güneşli,9.5
Salata,Kuru,Akdeniz Bölgesi,40-50,Ruzgarlı,9.0
Salata,Kuru,Akdeniz Bölgesi,40-50,Yağmurlu,0.8
Salata,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Normal,4.4
Salata,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,5.9
Salata,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,5.5
Salata,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
Salata,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Normal,5.3
Salata,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,6.8
Salata,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,6.3
Salata,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.3
Salata,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Normal,6.2
Salata,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,7.7
Salata,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,7.2
Salata,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
Salata,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Normal,7.5
Salata,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,9.0
Salata,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,8.5
Salata,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.8
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Normal,3.6
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,5.1
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,4.6
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Normal,4.5
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,6.0
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,5.5
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.2
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Normal,5.6
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,7.1
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,6.6
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.2
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Normal,6.6
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,8.1
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,7.6
Salata,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.5
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Normal,4.2
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,5.7
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,5.2
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Normal,5.3
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,6.8
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,6.3
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.3
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Normal,6.2
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,7.7
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,7.2
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Normal,7.4
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,8.9
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,8.4
Salata,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,0.8
Salata,Nemli,Akdeniz Bölgesi,10-20,Normal,3.7
Salata,Nemli,Akdeniz Bölgesi,10-20,Güneşli,5.2
Salata,Nemli,Akdeniz Bölgesi,10-20,Ruzgarlı,4.7
Salata,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu,0.1
Salata,Nemli,Akdeniz Bölgesi,20-30,Normal,4.6
Salata,Nemli,Akdeniz Bölgesi,20-30,Güneşli,6.1
Salata,Nemli,Akdeniz Bölgesi,20-30,Ruzgarlı,5.6
Salata,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu,0.2
Salata,Nemli,Akdeniz Bölgesi,30-40,Normal,5.5
Salata,Nemli,Akdeniz Bölgesi,30-40,Güneşli,7.0
Salata,Nemli,Akdeniz Bölgesi,30-40,Ruzgarlı,6.5
Salata,Nemli,Akdeniz Bölgesi,30-40,Yağmurlu,0.3
Salata,Nemli,Akdeniz Bölgesi,40-50,Normal,6.6
Salata,Nemli,Akdeniz Bölgesi,40-50,Güneşli,8.1
Salata,Nemli,Akdeniz Bölgesi,40-50,Ruzgarlı,7.6
Salata,Nemli,Akdeniz Bölgesi,40-50,Yağmurlu,0.5
Salata,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal,3.1
Salata,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,4.6
Salata,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,4.1
Salata,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Salata,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal,4.2
Salata,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,5.7
Salata,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,5.2
Salata,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.2
Salata,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Normal,5.1
Salata,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,6.6
Salata,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,6.1
Salata,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.3
Salata,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Normal,6.0
Salata,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,7.5
Salata,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,7.0
Salata,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.5
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Normal,2.3
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,3.8
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,3.3
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Normal,3.33
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,4.8
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,4.3
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.1
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Normal,4.33
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,5.8
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,5.3
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.2
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Normal,5.33
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,6.8
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,6.3
Salata,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.3
Salata,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Normal,3.33
Salata,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,4.8
Salata,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,4.3
Salata,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Salata,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Normal,4.33
Salata,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,5.8
Salata,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,5.3
Salata,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.2
Salata,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Normal,5.33
Salata,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,6.8
Salata,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,6.3
Salata,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.3
Salata,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Normal,6.33
Salata,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,7.8
Salata,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,7.3
Salata,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,0.5
Salata,Islak,Akdeniz Bölgesi,10-20,Normal,2.83
Salata,Islak,Akdeniz Bölgesi,10-20,Güneşli,4.33
Salata,Islak,Akdeniz Bölgesi,10-20,Ruzgarlı,3.83
Salata,Islak,Akdeniz Bölgesi,10-20,Yağmurlu,0.1
Salata,Islak,Akdeniz Bölgesi,20-30,Normal,3.83
Salata,Islak,Akdeniz Bölgesi,20-30,Güneşli,5.33
Salata,Islak,Akdeniz Bölgesi,20-30,Ruzgarlı,4.83
Salata,Islak,Akdeniz Bölgesi,20-30,Yağmurlu,0.1
Salata,Islak,Akdeniz Bölgesi,30-40,Normal,4.83
Salata,Islak,Akdeniz Bölgesi,30-40,Güneşli,6.33
Salata,Islak,Akdeniz Bölgesi,30-40,Ruzgarlı,5.83
Salata,Islak,Akdeniz Bölgesi,30-40,Yağmurlu,0.2
Salata,Islak,Akdeniz Bölgesi,40-50,Normal,5.83
Salata,Islak,Akdeniz Bölgesi,40-50,Güneşli,7.33
Salata,Islak,Akdeniz Bölgesi,40-50,Ruzgarlı,6.83
Salata,Islak,Akdeniz Bölgesi,40-50,Yağmurlu,0.3
Salata,Islak,Güneydoğu Anadolu Bölgesi,10-20,Normal,2.16
Salata,Islak,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,3.66
Salata,Islak,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,3.16
Salata,Islak,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Salata,Islak,Güneydoğu Anadolu Bölgesi,20-30,Normal,3.16
Salata,Islak,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,4.66
Salata,Islak,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,4.16
Salata,Islak,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.1
Salata,Islak,Güneydoğu Anadolu Bölgesi,30-40,Normal,4.16
Salata,Islak,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,5.66
Salata,Islak,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,5.16
Salata,Islak,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.2
Salata,Islak,Güneydoğu Anadolu Bölgesi,40-50,Normal,5.16
Salata,Islak,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,6.66
Salata,Islak,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,6.16
Salata,Islak,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.3
Salata,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Normal,1.33
Salata,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,2.83
Salata,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,2.33
Salata,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Salata,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Normal,2.33
Salata,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,3.83
Salata,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,3.33
Salata,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.1
Salata,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Normal,3.33
Salata,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,4.83
Salata,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,4.33
Salata,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.1
Salata,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Normal,4.33
Salata,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,5.83
Salata,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,5.33
Salata,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.2
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Normal,6.97
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,8.47
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,7.8
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal,7.9
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,9.4
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,8.9
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.8
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Normal,8.8
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,10.3
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,9.8
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.8
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Normal,9.95
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,11.45
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,10.95
Fasulye,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,1.95
Fasulye,Kuru,Akdeniz Bölgesi,10-20,Normal,7.98
Fasulye,Kuru,Akdeniz Bölgesi,10-20,Güneşli,9.48
Fasulye,Kuru,Akdeniz Bölgesi,10-20,Ruzgarlı,8.9
Fasulye,Kuru,Akdeniz Bölgesi,10-20,Yağmurlu,0.8
Fasulye,Kuru,Akdeniz Bölgesi,20-30,Normal,8.6
Fasulye,Kuru,Akdeniz Bölgesi,20-30,Güneşli,10.1
Fasulye,Kuru,Akdeniz Bölgesi,20-30,Ruzgarlı,9.6
Fasulye,Kuru,Akdeniz Bölgesi,20-30,Yağmurlu,0.6
Fasulye,Kuru,Akdeniz Bölgesi,30-40,Normal,9.8
Fasulye,Kuru,Akdeniz Bölgesi,30-40,Güneşli,11.3
Fasulye,Kuru,Akdeniz Bölgesi,30-40,Ruzgarlı,10.8
Fasulye,Kuru,Akdeniz Bölgesi,30-40,Yağmurlu,1.8
Fasulye,Kuru,Akdeniz Bölgesi,40-50,Normal,10.95
Fasulye,Kuru,Akdeniz Bölgesi,40-50,Güneşli,12.45
Fasulye,Kuru,Akdeniz Bölgesi,40-50,Ruzgarlı,11.8
Fasulye,Kuru,Akdeniz Bölgesi,40-50,Yağmurlu,2.8
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Normal,5.53
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,7.03
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,6.5
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Normal,6.5
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,8.0
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,7.5
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.5
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Normal,7.6
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,9.0
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,8.6
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.8
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Normal,8.55
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,10.05
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,9.5
Fasulye,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.55
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Normal,4.51
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,6.01
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,5.51
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Normal,5.5
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,7.0
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,6.5
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.2
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Normal,6.5
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,8.0
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,7.5
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.2
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Normal,7.8
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,9.3
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,8.8
Fasulye,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.8
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Normal,5.33
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,6.83
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,6.33
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.5
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Normal,6.2
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,7.7
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,7.2
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.8
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Normal,7.4
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,8.9
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,8.4
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.8
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Normal,8.34
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,9.85
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,7.35
Fasulye,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,0.34
Fasulye,Nemli,Akdeniz Bölgesi,10-20,Normal,4.71
Fasulye,Nemli,Akdeniz Bölgesi,10-20,Güneşli,6.21
Fasulye,Nemli,Akdeniz Bölgesi,10-20,Ruzgarlı,5.71
Fasulye,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu,0.1
Fasulye,Nemli,Akdeniz Bölgesi,20-30,Normal,5.8
Fasulye,Nemli,Akdeniz Bölgesi,20-30,Güneşli,7.3
Fasulye,Nemli,Akdeniz Bölgesi,20-30,Ruzgarlı,6.8
Fasulye,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu,0.2
Fasulye,Nemli,Akdeniz Bölgesi,30-40,Normal,6.6
Fasulye,Nemli,Akdeniz Bölgesi,30-40,Güneşli,8.1
Fasulye,Nemli,Akdeniz Bölgesi,30-40,Ruzgarlı,7.6
Fasulye,Nemli,Akdeniz Bölgesi,30-40,Yağmurlu,0.5
Fasulye,Nemli,Akdeniz Bölgesi,40-50,Normal,7.9
Fasulye,Nemli,Akdeniz Bölgesi,40-50,Güneşli,9.4
Fasulye,Nemli,Akdeniz Bölgesi,40-50,Ruzgarlı,8.9
Fasulye,Nemli,Akdeniz Bölgesi,40-50,Yağmurlu,0.6
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal,3.9
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,5.4
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,4.9
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal,4.9
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,6.4
